Revenue,Costs,a d'e,MEMBERS,COUPE,Cond,Cafe
5438.18804,2207.21634,6.05,4492,no,excellent,machine
1523.92910,2647.27901,2.59,1093,no,satisfactory,machine
3728.33872,3314.72472,2.67,1501,no,satisfactory,machine
519.95411,785.07097,5.49,1024,no,poor,machine
1552.88084,1591.24640,1.54,2715,no,poor,kiosk
755.14735,857.33218,2.36,5056,no,satisfactory,machine
1306.24093,2245.08486,4,2535,no,poor,bar
3192.52567,4781.70042,1.56,3067,no,poor,bar
1708.63304,385.39884,6.03,2501,yes,satisfactory,bar
7767.59073,7479.46182,3.69,1624,no,excellent,bar
2183.51946,2143.32350,2.64,3639,yes,excellent,bar
3709.99487,3477.90135,3.94,4064,yes,excellent,bar
3128.14408,2734.83974,1.21,6356,no,excellent,machine
774.68875,560.82205,5.51,4923,no,satisfactory,bar
1007.39046,1166.95045,3.85,6192,no,satisfactory,machine
1343.72505,318.44492,3.17,4836,no,excellent,kiosk
4956.80204,971.70053,1.26,2895,yes,excellent,bar
1531.78442,1105.41661,4.56,4920,no,poor,bar
722.79373,547.29108,5.1,5114,no,poor,machine
2282.87040,920.28979,1.98,4122,no,poor,machine
771.89048,611.56632,4.34,2130,no,excellent,machine
2868.99899,3119.26175,4.97,3745,no,poor,kiosk
4445.63120,3859.12405,6.29,6816,yes,satisfactory,machine
2557.38598,2488.04859,4.29,4651,no,satisfactory,machine
3181.86240,4568.61243,6.27,4062,no,excellent,machine
1645.37369,450.05182,2.24,3292,yes,poor,bar
516.02563,735.84934,1.75,1920,no,poor,kiosk
1682.22309,1492.33344,6.69,6392,no,satisfactory,kiosk
1358.61653,2491.88558,4.75,6057,no,excellent,machine
1699.15401,327.85986,1.91,5320,yes,satisfactory,bar
16159.43807,19189.16785,5.1,1692,no,excellent,kiosk
3070.47339,4412.49431,2.67,868,no,poor,kiosk
4034.12808,5828.85518,3.07,1305,no,satisfactory,machine
4617.30695,8170.53093,2.68,2545,no,excellent,kiosk
2280.28479,2335.57083,1.43,3099,no,satisfactory,machine
970.54341,849.26345,1.29,5041,no,excellent,machine
1380.74810,1667.89166,5.36,2419,yes,excellent,kiosk
1980.23561,2915.77536,4.22,2862,yes,satisfactory,kiosk
2463.03166,4601.82287,3,3749,no,poor,machine
2227.76867,2965.80212,3.24,3527,no,poor,machine
6881.81400,6456.54190,5.51,4671,yes,excellent,kiosk
968.17347,111.98324,3.41,2651,no,poor,bar
1494.75460,779.07782,5.68,3398,yes,satisfactory,kiosk
2705.49946,1237.26343,3.29,3695,no,satisfactory,bar
652.52954,362.86687,4.18,3967,no,excellent,bar
1139.79857,1205.85334,4.7,1248,no,excellent,kiosk
4955.88632,1302.02432,6.1,6978,no,poor,bar
1642.12824,397.53381,4.87,3260,yes,poor,kiosk
4447.62628,4888.15560,2.4,3537,no,excellent,kiosk
2269.48670,1531.11797,4.31,1757,yes,poor,machine
2222.12944,1301.50728,3.74,5490,no,satisfactory,machine
2590.38619,2791.62787,3.29,2201,no,satisfactory,kiosk
6733.45950,6472.76118,2.19,6230,no,satisfactory,bar
4853.17413,9295.69709,1.07,1270,yes,excellent,bar
4312.09410,3908.15957,1.93,1322,no,satisfactory,machine
893.55982,551.60277,1.99,4695,no,satisfactory,bar
1422.03678,410.41960,6.16,3882,yes,satisfactory,bar
9345.42947,8036.94429,2.99,3824,no,satisfactory,bar
8282.91676,6749.84306,3.18,3357,yes,excellent,machine
2316.64498,3062.92742,2.48,2186,no,satisfactory,machine
2602.31694,2469.80493,3.56,1355,yes,satisfactory,bar
4031.84557,4274.39697,3.42,2693,no,excellent,machine
11135.35533,8773.30216,6.48,3973,no,excellent,kiosk
6153.78883,5485.89634,2.47,4645,no,poor,kiosk
4539.10373,4536.68720,4.41,3721,yes,satisfactory,bar
3217.22655,4960.12807,3.25,2826,no,poor,kiosk
2245.00164,365.45101,3.23,3972,no,excellent,kiosk
2343.80316,3995.84385,1.59,5133,yes,poor,machine
2831.50364,4478.58717,1.24,2708,yes,poor,kiosk
2593.07022,1165.61719,2.03,4324,yes,poor,bar
2105.90016,1996.54894,4.36,4421,no,poor,machine
325.02354,296.45494,5.24,6473,no,satisfactory,bar
2735.98459,3928.86159,2.32,2932,no,satisfactory,bar
691.95347,808.93211,2.41,966,no,satisfactory,machine
2095.44645,914.21317,4.24,6840,no,poor,kiosk
3672.50499,3439.63328,5.61,5286,no,poor,bar
2396.77902,1378.80022,4.76,3785,no,satisfactory,machine
3804.12346,3649.09993,3.81,4321,no,satisfactory,machine
2824.35916,287.62694,1.7,2863,yes,excellent,machine
4339.75791,4611.81506,2.22,2389,no,excellent,bar
12007.78636,12691.09853,5.35,6221,no,excellent,machine
2411.71214,1817.21995,1.35,3681,no,poor,kiosk
949.66172,898.48983,4.09,2814,yes,satisfactory,machine
3018.63143,4536.13106,3.09,1207,no,satisfactory,kiosk
2521.88818,3453.69486,6.61,7151,no,excellent,bar
1194.54145,855.71915,4.1,3750,no,satisfactory,bar
1538.09368,1946.49707,1.7,3772,no,satisfactory,machine
3783.16211,4833.94534,1.25,6697,yes,satisfactory,machine
1440.87372,899.19846,4.61,5571,no,excellent,kiosk
4179.78509,1297.24986,2.37,3628,no,satisfactory,bar
666.24621,955.72008,1.61,2616,no,poor,machine
1013.61152,1364.97039,3.25,4408,no,poor,machine
3135.56939,2852.50392,3.87,1227,yes,poor,kiosk
702.78985,158.94972,3.39,4010,no,satisfactory,bar
1785.90403,2581.00483,4.25,2631,no,poor,bar
817.58444,496.66998,1.76,2554,no,satisfactory,kiosk
9548.26141,3714.25162,3.72,7009,no,excellent,bar
1613.11730,1374.36080,1.52,1551,no,poor,machine
1996.12826,1560.43344,2.98,1460,no,poor,bar
854.14424,1167.16877,1.68,3219,yes,excellent,kiosk
2205.29232,3386.83558,1.48,5921,no,satisfactory,bar
2375.57672,3248.26109,2.06,2058,no,satisfactory,kiosk
4242.98178,3568.95913,1.26,5563,no,excellent,bar
2003.89543,1749.78667,6.03,4365,no,satisfactory,kiosk
2227.98819,3056.45618,3.74,1923,no,excellent,bar
3406.50087,2667.73521,4.06,2609,no,satisfactory,bar
2293.95714,3781.34515,2.02,2768,no,poor,kiosk
3000.71312,3458.22473,3.76,4512,no,excellent,machine
5185.11239,3655.52041,4.23,1428,yes,excellent,machine
3222.98934,1884.56084,6.85,3005,no,excellent,kiosk
1210.17511,1696.70746,6.11,2179,no,satisfactory,kiosk
1434.86805,1601.81911,2.87,3383,no,poor,bar
3012.50480,2848.24844,1.63,1214,no,satisfactory,machine
3781.08993,3117.32512,3.22,5065,no,poor,bar
2747.44123,2212.53225,3.46,3603,no,poor,bar
2428.11845,1726.43480,4.34,3313,yes,satisfactory,machine
2922.85079,295.43370,2.34,3438,no,satisfactory,kiosk
820.91035,296.15233,2.98,4691,yes,poor,machine
2789.17848,2317.59435,2.28,5158,yes,satisfactory,bar
6248.93846,4485.73378,3.63,5635,yes,excellent,bar
4382.13479,3552.92809,5.66,2534,no,excellent,machine
5094.02924,9457.51273,3.89,3096,no,satisfactory,machine
7031.96585,5870.32958,4.84,1257,yes,excellent,kiosk
1549.39857,984.59641,3.49,5723,yes,excellent,kiosk
5003.53122,3630.48151,4.58,4834,no,satisfactory,kiosk
2027.32935,2039.71639,1.78,1024,no,satisfactory,machine
2236.38425,1926.38065,3,1767,no,poor,bar
2988.42419,2169.25508,3.55,4542,no,excellent,machine
2114.58731,1056.08410,5.37,6324,no,satisfactory,machine
1964.18657,3171.89691,2.91,7124,no,poor,machine
4103.87385,5151.53599,2.91,910,yes,satisfactory,machine
16577.52245,18481.42906,4.48,1996,no,excellent,kiosk
3381.86592,5412.90111,1.77,1416,no,excellent,machine
3185.60008,1627.01897,2.71,3187,no,poor,bar
2725.01270,1371.27953,2.52,3813,yes,excellent,machine
2928.22008,2142.71209,2.25,1229,yes,poor,kiosk
2038.59352,2373.07420,2.11,2425,no,poor,machine
2113.57382,3944.89324,3.6,1867,no,satisfactory,machine
3062.21317,3073.00221,2.9,2202,yes,poor,kiosk
1845.40865,1602.57444,4.01,2022,yes,excellent,kiosk
4703.14369,5459.07095,1.24,1730,no,excellent,bar
4461.48227,7493.52253,3.9,2444,yes,excellent,kiosk
1436.28767,221.08462,6.84,3671,yes,satisfactory,machine
2886.43800,3415.26083,1.45,5707,no,satisfactory,bar
3073.03171,2909.55222,1.99,4056,yes,excellent,bar
4137.74967,7426.27061,1.1,5067,no,poor,machine
2106.49080,3683.98201,4.79,1473,no,satisfactory,kiosk
2396.04743,2289.75968,3.18,5394,no,satisfactory,bar
2505.08479,2503.09843,3.41,7436,no,satisfactory,machine
3130.89632,662.84015,1.48,3440,no,satisfactory,bar
6731.00923,7310.60292,3.7,1079,yes,excellent,kiosk
1965.14345,1804.11093,3.48,4073,yes,satisfactory,bar
9318.05922,9280.94441,3.68,1047,no,excellent,machine
875.67880,757.24357,2.36,5923,yes,poor,machine
1822.76222,1128.79712,3.36,4188,yes,satisfactory,bar
4149.17185,4175.15663,4.28,5594,no,satisfactory,machine
5638.61227,6218.87588,1.67,5670,no,satisfactory,machine
2625.33994,2330.18701,2.93,3055,yes,satisfactory,kiosk
4480.87384,4460.23499,5.79,1713,no,excellent,machine
2280.12916,476.78940,2.81,4375,yes,poor,kiosk
978.65838,976.35656,4.94,1321,no,excellent,machine
5032.59106,3851.67518,4.81,6062,yes,satisfactory,machine
4279.45644,7535.69550,2.65,2152,no,excellent,kiosk
5182.43581,4303.69121,6.25,4628,no,satisfactory,machine
4430.04952,1971.15548,1.49,3510,yes,satisfactory,bar
2132.59639,1597.91822,5.8,3534,no,poor,machine
780.40833,498.05611,2.45,5556,yes,satisfactory,kiosk
1266.19929,2145.54871,5.39,2106,no,poor,machine
1767.82997,1134.90160,3.32,1962,yes,poor,machine
1088.68854,1209.39463,2.04,2125,no,excellent,bar
3123.44406,1994.49508,7.09,6919,no,poor,kiosk
2981.50445,2073.69567,2.11,3907,no,satisfactory,bar
3915.19056,6677.97317,1.69,1368,yes,satisfactory,kiosk
2312.70131,1456.31649,4.51,1613,yes,excellent,machine
1018.99942,327.42038,6.85,3878,yes,poor,bar
1049.81080,732.37411,2.79,1615,no,excellent,machine
2589.78277,1703.36142,2.58,2056,yes,poor,machine
1980.53936,1883.12054,4.55,3144,no,excellent,kiosk
3415.16857,3926.40973,1.59,1165,yes,excellent,kiosk
554.57079,171.94386,2.24,1253,yes,poor,machine
3916.89279,723.59865,4.94,1807,yes,poor,kiosk
5518.18596,8483.24348,3.03,3179,no,excellent,machine
6219.61203,8536.62029,3.99,2797,yes,poor,kiosk
1783.05560,1258.76202,1.45,4152,no,excellent,bar
6416.19113,4369.53951,2.82,5150,no,satisfactory,kiosk
250.85430,135.14946,2.91,3491,no,poor,machine
2457.78155,3061.96325,2.15,3459,no,excellent,machine
7005.54881,7169.73950,4.76,4111,no,excellent,bar
966.10494,927.62459,4.92,1158,no,excellent,kiosk
3029.14843,3562.81378,1.8,2681,no,excellent,kiosk
1300.54377,2124.78895,3.31,4510,yes,satisfactory,kiosk
2786.47458,4025.70438,1.71,1797,no,satisfactory,machine
5596.94367,3889.99949,4.58,2235,yes,excellent,bar
724.42535,522.97581,3.77,2535,no,satisfactory,bar
5539.56250,222.82524,2.24,5905,no,poor,kiosk
1849.62194,302.67357,4.24,2759,yes,poor,bar
530.47416,282.70727,2.9,4578,no,satisfactory,kiosk
1519.88544,1343.53937,1.73,4582,yes,poor,bar
2566.76997,2708.10773,2.66,892,yes,poor,bar
4254.32684,2951.89953,2.34,6869,no,poor,bar
6803.38852,3792.54159,2.17,3533,yes,poor,kiosk
646.05345,359.04523,4.19,6603,yes,excellent,bar
1045.45083,421.90919,3.09,4606,no,excellent,kiosk
3031.02561,1498.37552,3.39,4568,yes,satisfactory,machine
7515.34973,5841.63130,2.24,3798,no,excellent,kiosk
902.80779,975.59882,2.3,901,yes,satisfactory,bar
808.98191,646.54378,6.43,3328,yes,satisfactory,bar
1313.31941,2164.13035,5.35,1759,no,poor,machine
4180.97876,4259.56283,3.08,5164,no,satisfactory,machine
1328.63502,1752.73913,2.71,1705,no,poor,kiosk
329.63611,313.64079,2.34,3741,no,poor,bar
6393.02443,5968.08453,2.12,5427,yes,poor,machine
4083.37572,6916.17537,2.42,1825,yes,poor,kiosk
1480.21392,696.99334,3.97,2442,no,satisfactory,kiosk
1852.46539,961.95167,3.86,5197,yes,excellent,bar
899.99818,712.35128,2.85,5609,yes,satisfactory,kiosk
1747.43531,1712.20473,2.47,3597,yes,excellent,bar
1196.91525,1005.35812,4.2,1018,no,satisfactory,bar
3023.79250,4310.32019,5,2756,no,excellent,machine
6400.73220,2077.10042,3.26,4899,yes,poor,machine
1420.42097,973.80722,2.59,2033,no,satisfactory,bar
1075.37388,450.78203,4.19,7111,no,excellent,kiosk
1243.02725,200.72590,4.3,4537,yes,satisfactory,kiosk
764.30843,898.30008,3.45,3213,no,poor,machine
5362.75611,6244.27876,3,4013,no,excellent,bar
4751.17629,6965.56674,5.02,1277,no,excellent,machine
3934.29516,1915.25684,2.3,4165,no,satisfactory,kiosk
1274.60341,1115.03589,2.8,3620,yes,poor,kiosk
547.34959,988.71456,4.24,1236,yes,poor,kiosk
2016.37461,1032.21192,3.27,1441,no,poor,kiosk
2597.13522,3599.12458,3.55,1632,no,excellent,machine
2825.24495,3217.50186,1.51,2081,no,poor,machine
3293.81097,2893.87751,2.48,3642,no,satisfactory,machine
2530.10463,1335.30286,2.77,5212,no,satisfactory,bar
868.42149,1265.44596,1.6,4444,no,satisfactory,kiosk
1650.40204,1333.07950,3.67,1098,no,excellent,bar
2828.82970,1414.69662,4.17,1211,yes,excellent,kiosk
5781.07447,4272.24064,5.65,5609,no,excellent,kiosk
3149.74422,807.33336,2.96,5243,yes,poor,kiosk
7307.55541,11192.71798,3.22,2536,no,satisfactory,kiosk
539.86746,369.16924,1.69,5900,yes,excellent,kiosk
2437.26401,1715.64665,2.94,2188,yes,excellent,bar
2393.56596,2085.25608,2.24,5423,no,excellent,machine
2759.60621,3928.65237,5.47,1018,no,poor,kiosk
8205.51843,10277.43749,1.97,1621,no,excellent,kiosk
2492.14170,3159.31227,4.85,2246,yes,satisfactory,kiosk
2299.21150,544.22178,3.83,6083,no,satisfactory,bar
7028.09851,6205.24260,4.04,5169,no,excellent,bar
1505.39766,1696.23035,2.91,2267,no,satisfactory,machine
1787.25201,1390.56620,1.3,969,no,excellent,bar
11429.88271,10443.01531,1.79,1919,no,satisfactory,bar
2468.31332,411.98364,2.11,2556,no,satisfactory,bar
2206.52244,2131.85643,2.33,4738,yes,satisfactory,machine
2451.28016,2942.53120,6.43,4007,no,satisfactory,kiosk
2168.07268,509.82586,2.46,2420,no,excellent,bar
3720.02921,2121.78454,3.76,5344,no,excellent,bar
1468.82746,1173.95365,3.42,1851,no,poor,bar
399.81198,392.69678,2.34,5924,no,satisfactory,kiosk
344.40671,175.26413,1.97,5667,no,poor,bar
2002.05961,1860.04666,4.43,3782,no,poor,bar
3136.84490,3165.58991,5.41,4102,no,excellent,machine
263.11542,367.04922,2.78,2608,no,poor,kiosk
4613.77097,4664.06091,3.55,2932,no,satisfactory,machine
2713.58529,2323.08694,2.05,2100,no,poor,bar
2188.21354,2693.50317,6.1,2410,no,poor,machine
813.19098,773.91424,1.24,5866,no,satisfactory,machine
3190.85957,4531.80362,4.69,2036,no,satisfactory,kiosk
3200.03540,1408.79209,6.16,4773,yes,satisfactory,machine
1805.39750,253.68261,4.63,3784,no,excellent,bar
5827.88301,5069.92501,3.52,5026,no,poor,kiosk
1434.52733,1893.02942,2.42,866,no,excellent,machine
3573.88248,3034.29894,3.43,6123,no,poor,bar
1772.86274,939.55869,1.25,5478,no,poor,bar
4879.73227,1424.39928,4.31,5566,yes,poor,kiosk
1076.07044,1180.22220,3.98,1144,no,excellent,bar
4424.01719,3401.29598,1.71,2960,no,satisfactory,kiosk
4717.10784,2646.53613,2.44,3854,yes,satisfactory,kiosk
6362.07503,2162.00442,2.12,6377,no,satisfactory,kiosk
587.53295,667.76916,5.02,2666,no,poor,kiosk
2007.26208,3502.75964,2.55,3169,no,satisfactory,kiosk
2555.53007,1164.63187,5.87,3704,no,satisfactory,bar
1456.10762,1384.24150,1.15,2692,no,satisfactory,bar
2856.94229,4956.34491,4.88,3477,no,poor,machine
7139.91950,6541.30899,1.89,1466,no,satisfactory,kiosk
3273.75562,732.49280,4.55,948,yes,satisfactory,kiosk
6229.76270,3326.74929,2.79,5309,no,excellent,bar
9091.02636,8141.29347,1.74,4948,yes,satisfactory,bar
3918.04777,5214.92198,2.22,2534,no,excellent,machine
909.21831,357.07237,5.04,3423,no,poor,machine
5727.17100,7298.84810,4.58,2005,no,excellent,machine
571.04261,647.34368,3.46,1539,no,satisfactory,kiosk
1870.22424,1928.66187,3.81,1257,no,excellent,machine
11885.44198,6429.76216,2.37,5429,yes,satisfactory,kiosk
4923.04721,3122.79326,6.69,3132,no,excellent,bar
3648.77672,3269.43705,4.22,5365,no,excellent,machine
711.13947,549.43845,2.44,3300,no,poor,kiosk
5281.30654,5158.68282,1.91,5561,yes,excellent,machine
7088.76653,6941.06114,3.12,2112,no,excellent,kiosk
1996.87357,2582.74217,3.13,4024,yes,poor,machine
1536.96187,322.78723,2.97,1462,no,satisfactory,bar
2370.67203,2139.97655,2.88,2036,yes,satisfactory,machine
3538.90934,3476.01670,5.32,3539,yes,satisfactory,kiosk
2891.42934,2391.43778,2.5,1047,yes,excellent,machine
2469.84870,1100.16472,2.05,6447,no,satisfactory,kiosk
3765.11002,2719.93288,4.43,3840,yes,excellent,kiosk
614.04442,385.62401,4.83,6275,no,poor,bar
2741.36160,4503.97339,3.88,4434,no,satisfactory,machine
615.11502,212.85759,2.25,3846,no,poor,machine
3487.14697,6423.23451,1.74,834,no,poor,machine
5721.11474,10140.13723,3.72,3474,no,satisfactory,kiosk
2172.35263,1528.91173,5.81,3553,no,poor,machine
4002.40684,5142.78769,4.12,2954,no,excellent,kiosk
5399.76876,1876.22336,6.09,2100,no,satisfactory,kiosk
1604.01545,972.57211,2.38,2698,no,excellent,bar
1018.35507,1836.47517,4.23,2412,no,poor,bar
2110.65498,3649.89222,3.15,1335,no,satisfactory,kiosk
2725.03945,2534.83811,1.81,3310,no,excellent,bar
1258.08370,107.36588,1.52,3217,no,poor,bar
3823.94940,5163.16355,3.56,6861,no,poor,machine
1457.28048,1911.10971,6.9,3211,yes,poor,machine
2059.29534,3865.88664,1.35,5273,no,satisfactory,machine
888.51979,350.06273,2.15,4531,no,poor,bar
4256.27531,4046.77972,2.58,2708,no,satisfactory,kiosk
1773.77403,2048.20808,1.99,1427,no,satisfactory,machine
1023.98473,1678.96982,3.13,887,no,satisfactory,bar
2038.40710,752.62842,6.18,2645,no,poor,bar
1331.94278,1628.99721,2.79,1695,no,poor,machine
815.14449,575.64195,5.54,1851,no,satisfactory,bar
1042.82156,530.29389,2.92,2698,yes,poor,machine
960.94273,788.81237,2,7337,yes,excellent,kiosk
1695.48763,2189.39931,3.88,5528,no,poor,kiosk
5724.66985,4053.44287,2.27,3107,yes,excellent,kiosk
893.00112,885.98415,1.21,1208,yes,poor,kiosk
1272.80529,991.21302,4.74,6141,no,satisfactory,machine
5385.14179,5965.64706,3.67,7314,no,excellent,machine
1816.45428,583.95164,1.07,4422,yes,excellent,machine
1596.87413,2051.60859,2.21,2494,no,satisfactory,kiosk
3241.17962,5888.79578,1.77,1896,no,satisfactory,machine
2180.74917,1448.75754,2.24,2368,yes,excellent,kiosk
1150.78056,713.37683,3.12,2934,no,poor,kiosk
1513.91353,526.71573,5.38,4482,yes,satisfactory,machine
496.66162,300.63179,2.97,2435,yes,poor,bar
1100.67031,651.55671,5.25,4417,no,satisfactory,bar
6607.42946,5563.09871,3.32,4357,yes,excellent,bar
564.37970,174.02363,5.8,1643,no,satisfactory,kiosk
3250.23548,4134.39248,2.56,4790,no,poor,kiosk
3120.21717,1153.43838,5.62,3081,yes,poor,kiosk
2999.09909,3978.66059,3.3,6269,no,poor,kiosk
2466.42861,2492.52778,3.09,5079,no,satisfactory,machine
6543.37495,6478.46418,2.88,3568,no,satisfactory,bar
2327.48621,1027.59684,1.41,6136,no,satisfactory,bar
6608.02234,6941.59377,2.21,4253,no,excellent,kiosk
1621.60302,1921.93673,2.23,2728,no,satisfactory,machine
4545.07280,2987.16522,2.3,4054,no,excellent,bar
1359.89350,2075.45646,3.45,2745,no,excellent,bar
4720.06037,5133.63041,1.25,4158,no,excellent,kiosk
3820.53483,3137.53118,5.14,7337,yes,satisfactory,bar
1041.47964,701.21362,2.88,3357,no,excellent,bar
3285.49905,2987.33033,5.96,5052,no,excellent,kiosk
1960.92685,504.09055,2,2777,no,poor,bar
2310.44801,938.26924,1.58,3854,no,satisfactory,machine
482.39004,212.41218,4.84,4364,no,satisfactory,machine
3769.20757,4856.88298,3.66,2026,no,satisfactory,bar
5479.01367,5318.49852,3.28,2701,no,satisfactory,machine
1754.75059,2448.69000,1.81,3922,no,poor,machine
1434.60153,1196.81592,4.47,6053,no,satisfactory,machine
2329.49076,3743.54307,3.28,2826,no,satisfactory,machine
2762.40676,1482.86680,6.48,3806,no,poor,bar
2729.79318,1322.09053,3.55,3386,no,satisfactory,kiosk
2971.76529,3816.72325,2.05,5228,no,excellent,machine
8145.68032,8080.28183,1.46,3838,no,satisfactory,kiosk
617.85633,867.65725,3.24,5574,no,satisfactory,kiosk
2188.77928,2053.55770,2.98,1703,no,excellent,bar
496.96833,475.89359,2.42,2798,no,poor,bar
557.64552,837.15263,2.1,2204,yes,poor,kiosk
1621.61680,835.39258,5.19,887,no,excellent,kiosk
10201.44374,14261.31511,2.68,5333,no,excellent,machine
1880.64725,754.85943,5.97,3991,no,satisfactory,kiosk
1045.04816,1639.14567,4.58,2110,no,satisfactory,bar
3425.64696,4000.44637,5.96,1885,no,excellent,machine
2980.83030,5553.07593,5.07,2969,no,satisfactory,bar
2019.06861,1781.82381,5.09,3297,yes,excellent,kiosk
1026.61208,697.90425,2.87,1522,no,satisfactory,kiosk
678.08670,631.62538,3.78,2967,no,satisfactory,bar
7259.44915,6489.22976,3.32,4880,no,excellent,kiosk
1332.81777,1437.59642,4.15,1842,no,poor,bar
3074.43048,2082.09874,1.62,2647,yes,excellent,bar
5021.78844,4779.64152,3,5486,yes,satisfactory,machine
2353.34020,437.99004,6.53,3547,no,satisfactory,bar
1541.27265,2480.92928,2.72,1226,yes,satisfactory,bar
1233.65902,1860.17506,4.38,1687,no,excellent,kiosk
2293.91822,551.79295,5.48,4109,no,poor,kiosk
3102.50061,3133.48122,1.21,3104,no,poor,bar
1817.03649,1795.14701,3.06,5376,no,satisfactory,kiosk
1390.38869,374.94495,3.18,1996,yes,satisfactory,kiosk
2051.40748,2703.81871,3.55,986,no,satisfactory,machine
736.12229,808.57978,3.06,3264,no,poor,machine
2473.90617,3069.56024,5.9,2138,no,poor,machine
1922.09976,532.13179,4.46,2692,no,satisfactory,bar
6071.34445,2112.96696,2.07,2753,no,excellent,bar
1268.07908,345.22491,2.79,3898,yes,excellent,kiosk
2180.35976,2612.01793,2.97,3296,no,satisfactory,machine
1485.95284,773.85556,1.87,2461,yes,poor,bar
1690.26340,1254.91338,3.12,4788,no,satisfactory,bar
299.14268,398.57605,2.14,3463,no,excellent,machine
2458.14487,4058.12725,2.7,2589,no,poor,kiosk
1969.52811,2751.71942,4,4219,no,poor,machine
1750.25007,1546.59853,1.12,2658,no,poor,kiosk
2516.54035,4481.57675,2.99,1223,no,poor,kiosk
7464.10157,11196.12199,3.26,3049,no,excellent,machine
